System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers,,,1080 Avalanche,1775
arcade,ripoff,Rip Off,,,,,,,,,,HORIZONTAL,1980,2,4 way,2,Other,joy2way,,Cinematronics,,,,
arcade,riskchal,Risky Challenge,,,,,,,,,,HORIZONTAL,1993,2,8 way,2,Irem,joy8way,,Irem,,,,
arcade,rpatrol,River Patrol,,,,,,,,,,HORIZONTAL,1981,2,4 way,1,Other,joy2way,,Orca,,,,
arcade,rockrage,Rock'n Rage,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,rjammer,Roller Jammer,,,,,,,,,,HORIZONTAL,1984,2,8 way,3,Other,joy8way,,Nichibutsu / Alice,,,,
arcade,rollerg,Rollergames,,,,,,,,,,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,rompers,"Rompers (Japan, new version",,,,,,,,,,VERTICAL,1989,2,8 way,3,Namco,joy8way,,Namco,,,,
arcade,roughrac,Rough Racer,,,,,,,,,,HORIZONTAL,1990,2,8 way,3,SEGA,joy8way,dial,SEGA,,,,
arcade,ryujin,Ryu Jin,,,,,,,,,,VERTICAL,1993,2,8 way,3,Taito,joy8way,,Taito,,,,
arcade,srdmissn,S.R.D. Mission,,,,,,,,,,VERTICAL,1986,2,8 way,2,Taito,joy8way,,Kyugo / Taito,,,,
arcade,ssmissin,S.S. Mission,,,,,,,,,,VERTICAL,1992,2,8 way,2,Other,joy8way,,Comad,,,,
arcade,sdfight,SD Fighters,,,,,,,,,,HORIZONTAL,1996,2,8 way,3,Other,joy8way,,SemiCom / Tirano,,,,
arcade,neobattl,SD Gundam Neo Battling,,,,,,,,,,VERTICAL,1992,2,8 way,1,Other,joy8way,,Banpresto / Sotsu Agency. Sunrise,,,,
arcade,sdgndmps,SD Gundam Psycho Salamander no Kyoui,,,,,,,,,,HORIZONTAL,1991,2,8 way,2,Other,joy8way,,Banpresto / Bandai,,,,
arcade,sabotenb,Saboten Bombers,,,,,,,,,,HORIZONTAL,1992,2,8 way,2,Tecmo,joy8way,,NMK / Tecmo,,,,
arcade,stdragon,Saint Dragon,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,,Jaleco / NMK,,,,
arcade,samuraia,Samurai Aces,,,,,,,,,,VERTICAL,1993,2,8 way,3,Psikyo,joy8way,,Psikyo / Banpresto license,,,,
arcade,tsamurai,Samurai Nihon-Ichi,,,,,,,,,,VERTICAL,1985,2,4 way,2,Taito,joy4way,,Kaneko / Taito,,,,
arcade,samsptk,Samurai Spirits Tenkaichi Kenkakuden,,,,,,,,,,HORIZONTAL,2005,2,8 way,6,SNK,joy8way,,Sammy / SNK Playmore,,,,
arcade,sandscrp,Sand Scorpion,,,,,,,,,,VERTICAL,1992,2,8 way,2,Other,joy8way,,Face,,,,
arcade,schmeisr,Schmeiser Robo,,,,,,,,,,HORIZONTAL,1993,2,8 way,3,Other,joy8way,,Hot-B,,,,
arcade,sspirits,Scramble Spirits,,,,,,,,,,VERTICAL,1988,2,8 way,3,SEGA,joy8way,,SEGA,,,,
arcade,seawolf,Sea Wolf,,,,,,,,,,HORIZONTAL,1976,1,analog,1,Midway,,positional,Dave Nutting Associates / Midway,,,,
arcade,sonic,SegaSonic The Hedgehog,,,,,,,,,,HORIZONTAL,1992,3,trackball,1,SEGA,,trackball,SEGA,,,,
arcade,sonicp,SegaSonic The Hedgehog,,,,,,,,,,HORIZONTAL,1992,3,trackball,1,SEGA,,trackball,SEGA,,,,
arcade,seicross,Seicross,,,,,,,,,,VERTICAL,1984,2,8 way,1,Other,joy8way,,Nichibutsu / Alice,,,,
arcade,selfeena,Sel Feena,,,,,,,,,,HORIZONTAL,1991,2,8 way,3,Other,joy8way,,East Technology,,,,
arcade,senjyo,Senjyo,,,,,,,,,,VERTICAL,1983,2,8 way,1,Other,joy8way,,Tehkan,,,,
arcade,shackled,Shackled,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,Data East,joy8way,,Data East,,,,
arcade,shikigam,Shikigami no Shiro,,,,,,,,,,VERTICAL,2001,4,8 way,3,Taito,joy8way,,Alfa System / Taito,,,,
arcade,tshingen,Shingen Samurai-Fighter,,,,,,,,,,HORIZONTAL,1988,2,8 way,3,Other,joy8way,,Jaleco,,,,
arcade,shogwarr,Shogun Warriors,,,,,,,,,,HORIZONTAL,1992,2,8 way,4,Other,joy8way,,Kaneko,,,,
arcade,shootout,Shoot Out,,,,,,,,,,HORIZONTAL,1985,2,8 way,2,Data East,joy8way,,Data East,,,,
arcade,shootbul,Shoot the Bull,,,,,,,,,,VERTICAL,1985,1,trackball,1,Midway,,trackball,Bally Midway,,,,
arcade,shrike,Shrike Avenger,,,,,,,,,,HORIZONTAL,1986,1,analog,5,Other,,stick,Bally/Sente,,,,
arcade,shufshot,Shuffleshot,,,,,,,,,,HORIZONTAL,1997,2,trackball,2,Other,,trackball,Strata/Incredible Technologies / Strata,,,,
arcade,shuuz,Shuuz,,,,,,,,,,HORIZONTAL,1990,1,trackball,2,Atari,,trackball,Atari Games / Atari,,,,
arcade,silvmil,Silver Millennium,,,,,,,,,,VERTICAL,1995,2,8 way,3,Other,joy8way,,Para,,,,
arcade,simpbowl,"Simpsons Bowling, The",,,,,,,,,,HORIZONTAL,2000,4,8 way,3,Konami,joy8way,trackball,Konami,,,,
arcade,sindbadm,Sindbad Mystery,,,,,,,,,,VERTICAL,1983,2,4 way,1,SEGA,joy4way,,SEGA,,,,
arcade,skullxbo,Skull & Crossbones,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Atari,joy8way,,Atari Games / Atari,,,,
arcade,skullfng,Skull Fang,,,,,,,,,,VERTICAL,1996,4,8 way,4,Data East,joy8way,,Data East,,,,
arcade,skyadvnt,Sky Adventure,,,,,,,,,,VERTICAL,1989,2,8 way,3,Other,joy8way,,Alpha Denshi Co.,,,,
arcade,skyalert,Sky Alert,,,,,,,,,,VERTICAL,1992,2,8 way,2,Other,joy8way,,Metro,,,,
arcade,skyarmy,Sky Army,,,,,,,,,,VERTICAL,1982,2,8 way,2,Other,joy8way,,Shoei,,,,
arcade,skyfox,Sky Fox,,,,,,,,,,VERTICAL,1987,1,8 way,2,Other,joy8way,,Jaleco / Nichibutsu USA license,,,,
arcade,skykid,Sky Kid,,,,,,,,,,HORIZONTAL,1985,2,8 way,2,Namco,joy8way,,Namco,,,,
arcade,skykiddx,Sky Kid Deluxe,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,Namco,joy8way,,Namco,,,,
arcade,skylancr,Sky Lancer,,,,,,,,,,VERTICAL,1983,2,8 way,1,Other,joy8way,,Orca / Bordun International,,,,
arcade,skyrobo,Sky Robo,,,,,,,,,,HORIZONTAL,1989,2,8 way,3,Other,joy8way,,Nichibutsu,,,,
arcade,skyskipr,Sky Skipper,,,,,,,,,,HORIZONTAL,1981,2,8 way,2,Nintendo,joy8way,,Nintendo,,,,
arcade,skysmash,Sky Smasher,,,,,,,,,,VERTICAL,1990,2,8 way,2,Other,joy8way,,Nihon System,,,,
arcade,skysoldr,Sky Soldiers,,,,,,,,,,VERTICAL,1988,2,8 way,2,SNK,joy8way,,Alpha Denshi Co. / SNK of America/Romstar license,,,,
arcade,slapshot,Slap Shot,,,,,,,,,,HORIZONTAL,1994,2,8 way,3,Taito,joy8way,,Taito,,,,
arcade,snakjack,Snacks'n Jaxson,,,,,,,,,,HORIZONTAL,1984,1,trackball,1,Other,,trackball,Bally/Sente,,,,
arcade,snakepit,Snake Pit,,,,,,,,,,HORIZONTAL,1984,1,8 way,1,Other,joy8way,trackball,Bally/Sente / Bally Sente,,,,
arcade,socbrawlh,Soccer Brawl,,,,,,,,,,HORIZONTAL,1991,2,8 way,4,SNK,joy8way,,SNK,,,,
arcade,sokonuke,Sokonuke Taisen Game,,,,,,,,,,HORIZONTAL,1995,2,8 way,1,Other,joy8way,,Sammy Industries,,,,
arcade,solarfox,Solar Fox,,,,,,,,,,VERTICAL,1981,2,4 way,2,Midway,joy4way,,Bally Midway,,,,
arcade,solarq,Solar Quest,,,,,,,,,,HORIZONTAL,1981,1,4 way,4,Other,joy2way,,Cinematronics,,,,
arcade,amazon,Soldier Girl Amazon,,,,,,,,,,VERTICAL,1986,2,8 way,2,Other,joy8way,,Nichibutsu,,,,
arcade,solfigtr,Solitary Fighter,,,,,,,,,,HORIZONTAL,1991,2,8 way,3,Taito,joy8way,,Taito,,,,
arcade,sblast2b,Sonic Blast Man II Special Turbo,,,,,,,,,,HORIZONTAL,1997,2,8 way,6,Other,joy8way,,bootleg,,,,
arcade,sonicbom,Sonic Boom,,,,,,,,,,VERTICAL,1987,2,8 way,3,SEGA,joy8way,,SEGA,,,,
arcade,souledge,Soul Edge Ver. 2,,,,,,,,,,HORIZONTAL,1996,2,8 way,4,Namco,joy8way,,Namco,,,,
arcade,spaceace,Space Ace,,,,,,,,,,HORIZONTAL,1983,1,8 way,1,Other,joy8way,,Cinematronics,,,,
arcade,schaser,Space Chaser,,,,,,,,,,VERTICAL,1979,2,4 way,1,Taito,joy4way,,Taito,,,,
arcade,spacduel,Space Duel,,,,,,,,,,HORIZONTAL,1980,2,4 way,3,Atari,joy2way,,Atari,,,,
arcade,sdungeon,Space Dungeon,,,,,,,,,,VERTICAL,1981,2,twin stick,0,Taito,doublejoy8way,,Taito,,,,
arcade,spacefb,Space Firebird,,,,,,,,,,VERTICAL,1980,2,4 way,2,Nintendo,joy2way,,Nintendo,,,,
arcade,spacefury,Space Fury,,,,,,,,,,HORIZONTAL,1981,2,4 way,2,SEGA,joy2way,,SEGA,,,,
arcade,spaceod,Space Odyssey,,,,,,,,,,VERTICAL,1981,2,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,panic,Space Panic,,,,,,,,,,VERTICAL,1980,2,4 way,2,Other,joy4way,,Universal,,,,
arcade,sraider,Space Raider,,,,,,,,,,VERTICAL,1982,2,4 way,1,Other,joy4way,,Universal,,,,
arcade,spacewar,Space Wars,,,,,,,,,,HORIZONTAL,1977,2,4 way,3,Other,joy2way,,Cinematronics,,,,
arcade,spatter,Spatter,,,,,,,,,,HORIZONTAL,1984,2,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,spec2k,Spectrum 2000,,,,,,,,,,VERTICAL,2000,2,8 way,2,Other,joy8way,,Yona Tech,,,,
arcade,speedrcr,Speed Racer,,,,,,,,,,HORIZONTAL,1995,1,analog,4,Namco,,pedal / paddle,Namco,,,,
arcade,spelunkr,Spelunker,,,,,,,,,,HORIZONTAL,1985,2,8 way,2,Irem,joy8way,,Irem / licensed from Broderbund,,,,
arcade,splat,Splat!,,,,,,,,,,HORIZONTAL,1982,2,twin stick,0,Other,doublejoy8way,,Williams,,,,
arcade,sprint1,Sprint 1,,,,,,,,,,HORIZONTAL,1978,1,analog,5,Atari,,dial,Atari / Kee Games,,,,
arcade,sprint2,Sprint 2,,,,,,,,,,HORIZONTAL,1976,2,analog,6,Atari,,dial,Atari / Kee Games,,,,
arcade,spyhunt2,Spy Hunter 2,,,,,,,,,,HORIZONTAL,1987,2,analog,7,Midway,,pedal / paddle,Bally Midway,,,,
arcade,squash,Squash,,,,,,,,,,HORIZONTAL,1992,2,8 way,2,Other,joy8way,,Gaelco / Itisa,,,,
arcade,stkclmns,Stack Columns,,,,,,,,,,HORIZONTAL,1994,2,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,stakwin,Stakes Winner,,,,,,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,Saurus,,,,
arcade,stakwin2,Stakes Winner 2,,,,,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Saurus,,,,
arcade,starcas,Star Castle,,,,,,,,,,HORIZONTAL,1980,1,4 way,2,Other,joy2way,,Cinematronics,,,,
arcade,starhawk,Star Hawk,,,,,,,,,,HORIZONTAL,1979,2,8 way,4,Other,joy8way,,Cinematronics,,,,
arcade,starjack,Star Jacker,,,,,,,,,,VERTICAL,1983,2,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,stonebal,Stone Ball,,,,,,,,,,HORIZONTAL,1994,4,8 way,3,Other,joy8way,,Art & Magic,,,,
arcade,stratab,Strata Bowling,,,,,,,,,,VERTICAL,1990,2,trackball,2,Other,,trackball,Strata/Incredible Technologies,,,,
arcade,stratvox,Stratovox,,,,,,,,,,VERTICAL,1980,2,4 way,1,Taito,joy2way,,Sun Electronics / Taito,,,,
arcade,sfa3b,Street Fighter Alpha 3,,,,,,,,,,HORIZONTAL,1998,2,8 way,6,Capcom,joy8way,,Capcom,,,,
arcade,sfz2al,Street Fighter Zero 2 Alpha,,,,,,,,,,HORIZONTAL,1996,2,8 way,6,Capcom,joy8way,,Capcom,,,,
arcade,sfootbal,Street Football,,,,,,,,,,HORIZONTAL,1986,2,analog,1,Other,,stick,Bally/Sente,,,,
arcade,stg,Strike Gunner S.T.G,,,,,,,,,,VERTICAL,1991,2,8 way,3,Tecmo,joy8way,,Athena / Tecmo,,,,
arcade,scessjoe,Success Joe,,,,,,,,,,HORIZONTAL,1990,2,4 way,2,Taito,joy4way,,Taito / Wave,,,,
arcade,sb2003,Super Bubble 2003,,,,,,,,,,HORIZONTAL,2003,2,8 way,4,Other,joy8way,,Limenko,,,,
arcade,supbtime,Super Burger Time,,,,,,,,,,HORIZONTAL,1990,2,8 way,2,Data East,joy8way,,Data East,,,,
arcade,spdodgeb,Super Dodge Ball,,,,,,,,,,HORIZONTAL,1987,2,8 way,2,Technos,joy8way,,Technos Japan,,,,
arcade,suprglob,Super Glob,,,,,,,,,,VERTICAL,1983,1,8 way,2,Other,joy8way,,Epos Corporation,,,,
arcade,shimpact,Super High Impact,,,,,,,,,,HORIZONTAL,1991,4,8 way,1,Midway,joy8way,,Midway,,,,
arcade,smooncrs,Super Moon Cresta,,,,,,,,,,VERTICAL,1980,1,4 way,1,Other,joy2way,,bootleg / Gremlin,,,,
arcade,superpacm,Super Pac-Man,,,,,,,,,,VERTICAL,1982,2,4 way,1,Namco,joy4way,,Namco / Bally Midway license,,,,
arcade,sranger,Super Ranger,,,,,,,,,,HORIZONTAL,1988,2,8 way,2,Other,joy8way,,SunA,,,,
arcade,srdarwin,Super Real Darwin,,,,,,,,,,VERTICAL,1987,2,8 way,2,Data East,joy8way,,Data East,,,,
arcade,ssideki,Super Sidekicks,,,,,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,SNK,,,,
arcade,ssideki2,Super Sidekicks 2: The World Championship,,,,,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,SNK,,,,
arcade,sslam,Super Slam,,,,,,,,,,HORIZONTAL,1993,4,8 way,3,Other,joy8way,,Playmark,,,,
arcade,sstingry,Super Stingray,,,,,,,,,,VERTICAL,1986,2,8 way,2,Other,joy8way,,Alpha Denshi Co.,,,,
arcade,suprtrio,Super Trio,,,,,,,,,,HORIZONTAL,1994,2,8 way,3,Other,joy8way,,Gameace,,,,
arcade,svolley,Super Volleyball,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,,V-System Co.,,,,
arcade,sxevious,Super Xevious,,,,,,,,,,VERTICAL,1984,2,8 way,2,Namco,joy8way,,Namco,,,,
arcade,superx,Super-X,,,,,,,,,,VERTICAL,1994,2,8 way,4,Other,joy8way,,Dooyong / NTC license,,,,
arcade,ssoldier,Superior Soldiers,,,,,,,,,,HORIZONTAL,1993,2,8 way,6,Irem,joy8way,,Irem America,,,,
arcade,suratk,Surprise Attack,,,,,,,,,,HORIZONTAL,1990,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,survarts,Survival Arts,,,,,,,,,,HORIZONTAL,1993,2,8 way,6,Other,joy8way,,Sammy,,,,
arcade,gogomile,Susume! Mile Smile,,,,,,,,,,HORIZONTAL,1995,2,8 way,1,Other,joy8way,,Fuuki,,,,
arcade,syvalion,Syvalion,,,,,,,,,,HORIZONTAL,1988,2,trackball,1,Taito,,trackball,Taito,,,,
arcade,thoop2,TH Strikes Back,,,,,,,,,,HORIZONTAL,1994,2,8 way,3,Other,joy8way,,Gaelco,,,,
arcade,tagteam,Tag Team Wrestling,,,,,,,,,,VERTICAL,1983,2,8 way,2,Technos,joy8way,,Technos Japan / Data East,,,,
arcade,tailg,Tailgunner,,,,,,,,,,HORIZONTAL,1979,1,analog,2,Other,,stick,Cinematronics,,,,
arcade,cupfinal,Taito Cup Finals,,,,,,,,,,HORIZONTAL,1993,4,8 way,4,Taito,joy8way,dial,Taito,,,,
arcade,pwrgoal,Taito Power Goal,,,,,,,,,,HORIZONTAL,1994,4,8 way,4,Taito,joy8way,dial,Taito,,,,
arcade,tangtang,Tang Tang,,,,,,,,,,HORIZONTAL,2000,2,8 way,2,Other,joy8way,,ESD,,,,
arcade,targ,Targ,,,,,,,,,,HORIZONTAL,1980,1,4 way,1,Other,joy4way,,Exidy,,,,
arcade,wc90,Tecmo World Cup '90,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Tecmo,joy8way,,Tecmo,,,,
arcade,twsoc96,Tecmo World Soccer '96,,,,,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Tecmo,,,,
arcade,temptube,Tempest Tubes,,,,,,,,,,VERTICAL,1980,2,analog,2,Other,,dial,hack / Duncan Brown,,,,
arcade,tetrisp,Tetris Plus,,,,,,,,,,HORIZONTAL,1995,2,8 way,5,Other,joy8way,,Jaleco / BPS,,,,
arcade,tetrisp2,Tetris Plus 2,,,,,,,,,,HORIZONTAL,1997,2,8 way,3,Other,joy8way,,"Jaleco / Tetris Company, The",,,,
arcade,thief,Thief,,,,,,,,,,HORIZONTAL,1981,2,4 way,0,Other,joy4way,,Pacific Novelty,,,,
arcade,3stooges,"Three Stooges In Brides Is Brides, The",,,,,,,,,,HORIZONTAL,1984,3,8 way,1,Other,joy8way,,Mylstar,,,,
arcade,tceptor,Thunder Ceptor,,,,,,,,,,HORIZONTAL,1986,1,analog,4,Namco,,pedal / stick,Namco,,,,
arcade,thunderx,Thunder Cross,,,,,,,,,,HORIZONTAL,1988,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,thndrx2,Thunder Cross 2,,,,,,,,,,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,tdragon,Thunder Dragon,,,,,,,,,,VERTICAL,1991,2,8 way,2,Tecmo,joy8way,,NMK / Tecmo license,,,,
arcade,tdragon2,Thunder Dragon 2,,,,,,,,,,VERTICAL,1993,2,8 way,3,Other,joy8way,,NMK,,,,
arcade,tfrceac,Thunder Force AC,,,,,,,,,,HORIZONTAL,1990,2,8 way,3,SEGA,joy8way,,Technosoft / SEGA,,,,
arcade,theroes,Thunder Heroes,,,,,,,,,,HORIZONTAL,2001,2,8 way,4,Other,joy8way,,Primetek Investments,,,,
arcade,thoop,Thunder Hoop,,,,,,,,,,HORIZONTAL,1992,2,8 way,2,Other,joy8way,,Gaelco,,,,
arcade,thndzone,Thunder Zone,,,,,,,,,,HORIZONTAL,1991,4,8 way,2,Data East,joy8way,,Data East,,,,
arcade,timetunl,Time Tunnel,,,,,,,,,,HORIZONTAL,1982,2,4 way,1,Taito,joyvertical2way,,Taito,,,,
arcade,tinstar,"Tin Star, The",,,,,,,,,,HORIZONTAL,1983,2,twin stick,2,Taito,doublejoy8way,,Taito,,,,
arcade,tinklpit,Tinkle Pit,,,,,,,,,,HORIZONTAL,1993,4,8 way,3,Namco,joy8way,,Namco,,,,
arcade,titlef,Title Fight,,,,,,,,,,HORIZONTAL,1992,2,twin stick,0,SEGA,doublejoy8way,,SEGA,,,,
arcade,toki,Toki,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,,TAD Corporation / Tad Corporation,,,,
arcade,tokisens,Toki no Senshi: Chrono Soldier,,,,,,,,,,VERTICAL,1987,2,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,tpgolf,Top Player's Golf,,,,,,,,,,HORIZONTAL NEOGEO,1990,2,8 way,4,Neo Geo,joy8way,,SNK,,,,
arcade,trstar,Top Ranking Stars (Ver 2.1O 1993/05/21),,,,,,,,,,HORIZONTAL,1993,4,8 way,4,Taito,joy8way,dial,Taito,,,,
arcade,topspeed,Top Speed,,,,,,,,,,HORIZONTAL,1987,1,analog,4,Taito,,pedal / paddle / dial,Taito,,,,
arcade,toppyrap,Toppy & Rappy,,,,,,,,,,HORIZONTAL,1996,2,8 way,3,Other,joy8way,,SemiCom,,,,
arcade,tturf,"Tough Turf (set 2, Japan)",,,,,,,,,,HORIZONTAL,1989,2,8 way,3,SEGA,joy8way,,SEGA / Sunsoft,,,,
arcade,tkdensho,Toukidenshou: Angel Eyes,,,,,,,,,,HORIZONTAL,1996,2,8 way,4,Tecmo,joy8way,,Tecmo,,,,
arcade,todruaga,"Tower of Druaga, The",,,,,,,,,,VERTICAL,1984,2,4 way,1,Namco,joy4way,,Namco,,,,
arcade,transfrm,Transformer,,,,,,,,,,HORIZONTAL,1986,1,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,tricktrp,Trick Trap,,,,,,,,,,VERTICAL,1987,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,trckydoc,Tricky Doc,,,,,,,,,,HORIZONTAL,1987,2,8 way,2,Other,joy8way,,Tecfri,,,,
arcade,triothep,Trio The Punch: Never Forget Me...,,,,,,,,,,HORIZONTAL,1989,2,8 way,3,Data East,joy8way,,Data East,,,,
arcade,tubep,Tube Panic,,,,,,,,,,HORIZONTAL,1984,2,8 way,1,Other,joy8way,,Nichibutsu / Fujitek,,,,
arcade,turbofrc,Turbo Force,,,,,,,,,,VERTICAL,1991,3,8 way,1,Other,joy8way,,Video System Co.,,,,
arcade,turtship,Turtle Ship,,,,,,,,,,HORIZONTAL,1988,2,8 way,3,Other,joy8way,,Philko / Sharp Image license,,,,
arcade,turtles,Turtles,,,,,,,,,,VERTICAL,1981,2,4 way,1,Konami,joy4way,,Konami / Stern Electronics license,,,,
arcade,twinactn,Twin Action,,,,,,,,,,HORIZONTAL,1995,2,8 way,2,Other,joy8way,,Afega,,,,
arcade,tbyahhoo,Twin Bee Yahhoo!,,,,,,,,,,HORIZONTAL,1995,4,8 way,3,Konami,joy8way,,Konami,,,,
arcade,tcobra2,Twin Cobra 2,,,,,,,,,,VERTICAL,1995,4,8 way,4,Taito,joy8way,dial,Taito,,,,
arcade,twinfalc,Twin Falcons,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,,Philko / Poara Enterprises license,,,,
arcade,twinhawk,Twin Hawk,,,,,,,,,,VERTICAL,1989,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,twinqix,Twin Qix,,,,,,,,,,HORIZONTAL,1995,4,8 way,4,Taito,joy8way,dial,Taito,,,,
arcade,twinbee,TwinBee,,,,,,,,,,VERTICAL,1985,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,twinkle,Twinkle,,,,,,,,,,HORIZONTAL,1997,2,8 way,3,Other,joy8way,,SemiCom / Tirano,,,,
arcade,twinspri,Twinkle Star Sprites,,,,,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,ADK / SNK,,,,
arcade,earthjkr,U.N. Defense Force: Earth Joker,,,,,,,,,,VERTICAL,1993,2,8 way,2,Other,joy8way,,Visco,,,,
arcade,vball,U.S. Championship V'ball,,,,,,,,,,HORIZONTAL,1988,4,8 way,2,Technos,joy8way,,Technos Japan / SPS,,,,
arcade,dangar,Ufo Robo Dangar,,,,,,,,,,VERTICAL,1986,2,8 way,3,Other,joy8way,,Nichibutsu,,,,
arcade,ssideki4,"Ultimate 11, The: The SNK Football Championship",,,,,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,SNK,,,,
arcade,utoukond,Ultra Toukon Densetsu,,,,,,,,,,HORIZONTAL,1993,2,8 way,3,Other,joy8way,,Banpresto / Tsuburaya Productions,,,,
arcade,ultraman,Ultraman,,,,,,,,,,HORIZONTAL,1991,2,8 way,3,Other,joy8way,,Banpresto / Bandai,,,,
arcade,umanclub,Ultraman Club: Tatakae! Ultraman Kyoudai!!,,,,,,,,,,HORIZONTAL,1992,2,8 way,2,Other,joy8way,,Banpresto / Tsuburaya Productions,,,,
arcade,undefeat,Under Defeat (Japan),,,,,,,,,,VERTICAL,2005,2,8 way,6,Other,joy8way,,G.Rev,,,,
arcade,uniwars,UniWar S,,,,,,,,,,VERTICAL,1980,2,4 way,1,Irem,joy2way,,Irem,,,,
arcade,valkyrie,Valkyrie no Densetsu,,,,,,,,,,VERTICAL,1989,2,8 way,3,Namco,joy8way,,Namco,,,,
arcade,valtric,Valtric,,,,,,,,,,VERTICAL,1986,2,8 way,2,Other,joy8way,,NMK / Jaleco license,,,,
arcade,vamphalf,Vamf x1/2,,,,,,,,,,HORIZONTAL,1999,2,8 way,4,Other,joy8way,,Danbi / F2 System,,,,
arcade,vandyke,Vandyke,,,,,,,,,,VERTICAL,1990,2,8 way,2,Other,joy8way,,UPL,,,,
arcade,vangrd2,Vanguard 2,,,,,,,,,,VERTICAL,1984,2,8 way,2,SNK,joy8way,,SNK,,,,
arcade,vastar,Vastar,,,,,,,,,,VERTICAL,1983,2,8 way,2,Other,joy8way,,Orca / Sesame Japan license,,,,
arcade,vendetta,Vendetta,,,,,,,,,,HORIZONTAL,1991,4,8 way,2,Konami,joy8way,,Konami,,,,
arcade,vindctr2,Vindicators Part 2,,,,,,,,,,HORIZONTAL,1988,2,8 way,4,Atari,doublejoyvertical2way,,Atari Games,,,,
arcade,viofight,Violence Fight,,,,,,,,,,HORIZONTAL,1989,2,8 way,3,Taito,joy8way,,Taito,,,,
arcade,vcop,Virtua Cop,,,,,,,,,,HORIZONTAL,1994,2,lightgun,1,SEGA,,lightgun,SEGA,,,,
arcade,volfied,Volfied,,,,,,,,,,VERTICAL,1989,2,8 way,1,Taito,joy8way,,Taito,,,,
arcade,gowcaizr,Voltage Fighter: Gowcaizer,,,,,,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,Technos Japan,,,,
arcade,rbibb,Vs. Atari R.B.I. Baseball,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,Namco,joy8way,,Namco,,,,
arcade,drmario,Vs. Dr. Mario,,,,,,,,,,HORIZONTAL,1990,2,8 way,2,Nintendo,joy8way,,Nintendo,,,,
arcade,duckhunt,Vs. Duck Hunt,,,,,,,,,,HORIZONTAL,1985,1,lightgun,1,Nintendo,,lightgun,Nintendo,,,,
arcade,excitebk,Vs. Excitebike,,,,,,,,,,HORIZONTAL,1984,2,8 way,2,Nintendo,joy8way,,Nintendo,,,,
arcade,hogalley,Vs. Hogan's Alley,,,,,,,,,,HORIZONTAL,1985,1,lightgun,1,Nintendo,,lightgun,Nintendo,,,,
arcade,iceclimb,Vs. Ice Climber,,,,,,,,,,HORIZONTAL,1984,2,8 way,2,Nintendo,joy8way,,Nintendo,,,,
arcade,suprmrio,Vs. Super Mario Bros.,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,Nintendo,joy8way,,Nintendo,,,,
arcade,tkoboxng,Vs. T.K.O. Boxing,,,,,,,,,,HORIZONTAL,1987,2,8 way,2,Namco,joy8way,,Namco / Data East,,,,
arcade,goonies,Vs. The Goonies,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,Konami,joy8way,,Konami,,,,
